AccountID,CustomerID,ProductID,OpenDate
A0001502,C00502,P102,2022-04-20
A0001503,C00502,P201,2021-12-24
A0001504,C00503,P003,2021-12-21
A0001505,C00503,P201,2022-06-18
A0001506,C00504,P001,2021-08-16
A0001507,C00504,P006,2021-08-13
A0001508,C00504,P105,2023-08-10
A0001509,C00504,P202,2021-11-26
A0001510,C00504,P202,2022-06-17
A0001511,C00505,P006,2024-04-05
A0001512,C00505,P203,2024-12-30
A0001513,C00506,P003,2020-03-06
A0001514,C00506,P001,2020-02-19
A0001515,C00506,P202,2020-10-16
A0001516,C00506,P202,2020-07-11
A0001517,C00507,P001,2023-05-19
A0001518,C00507,P203,2024-02-24
A0001519,C00508,P002,2023-08-12
A0001520,C00508,P201,2024-02-06
A0001521,C00509,P004,2025-01-20
A0001522,C00509,P202,2025-08-23
A0001523,C00510,P003,2021-11-10
A0001524,C00510,P105,2022-09-23
A0001525,C00510,P201,2021-11-09
A0001526,C00511,P005,2022-04-28
A0001527,C00511,P004,2022-04-12
A0001528,C00511,P202,2022-03-28
A0001529,C00511,P202,2022-09-11
A0001530,C00512,P007,2024-10-01
A0001531,C00512,P203,2025-05-23
A0001532,C00513,P003,2024-02-26
A0001533,C00513,P005,2024-03-07
A0001534,C00513,P104,2026-03-14
A0001535,C00513,P202,2024-09-04
A0001536,C00513,P204,2024-10-21
A0001537,C00514,P001,2021-11-19
A0001538,C00514,P103,2023-02-01
A0001539,C00514,P203,2022-05-11
A0001540,C00515,P003,2021-05-23
A0001541,C00515,P103,2021-08-15
A0001542,C00515,P201,2021-04-23
A0001543,C00516,P006,2021-10-27
A0001544,C00516,P001,2021-10-01
A0001545,C00516,P104,2022-12-30
A0001546,C00516,P202,2022-04-15
A0001547,C00516,P202,2022-07-04
A0001548,C00517,P002,2024-02-09
A0001549,C00517,P004,2024-03-08
A0001550,C00517,P203,2025-01-13
A0001551,C00517,P203,2024-12-02
A0001552,C00518,P001,2020-05-28
A0001553,C00518,P001,2020-05-06
A0001554,C00518,P005,2020-06-03
A0001555,C00518,P001,2020-04-20
A0001556,C00518,P102,2022-05-18
A0001557,C00518,P206,2021-03-08
A0001558,C00518,P204,2020-06-01
A0001559,C00518,P206,2020-05-13
A0001560,C00518,P305,2022-02-20
A0001561,C00519,P003,2020-10-10
A0001562,C00519,P007,2020-10-22
A0001563,C00519,P203,2020-09-13
A0001564,C00519,P202,2020-12-04
A0001565,C00519,P301,2021-11-26
A0001566,C00520,P005,2022-06-09
A0001567,C00520,P106,2024-02-27
A0001568,C00520,P202,2022-08-26
A0001569,C00521,P007,2020-12-08
A0001570,C00521,P202,2021-06-30
A0001571,C00522,P001,2020-03-11
A0001572,C00522,P006,2020-03-22
A0001573,C00522,P104,2022-02-23
A0001574,C00522,P203,2020-12-18
A0001575,C00522,P202,2020-08-20
A0001576,C00523,P004,2021-01-07
A0001577,C00523,P106,2022-09-19
A0001578,C00523,P201,2021-03-19
A0001579,C00524,P004,2021-11-29
A0001580,C00524,P201,2022-08-25
A0001581,C00525,P001,2025-03-17
A0001582,C00525,P006,2025-03-09
A0001583,C00525,P103,2026-10-28
A0001584,C00525,P204,2025-11-16
A0001585,C00525,P203,2025-03-22
A0001586,C00526,P005,2022-10-27
A0001587,C00526,P201,2023-02-03
A0001588,C00527,P004,2021-09-11
A0001589,C00527,P103,2023-04-22
A0001590,C00527,P202,2022-05-20
A0001591,C00528,P005,2021-09-05
A0001592,C00528,P202,2021-08-28
A0001593,C00528,P301,2022-09-13
A0001594,C00529,P003,2023-03-17
A0001595,C00529,P201,2023-03-16
A0001596,C00530,P005,2021-12-01
A0001597,C00530,P201,2022-03-07
A0001598,C00531,P005,2023-05-23
A0001599,C00531,P202,2023-05-12
A0001600,C00532,P002,2023-05-13
A0001601,C00532,P102,2024-04-05
A0001602,C00532,P203,2024-01-27
A0001603,C00533,P005,2024-04-07
A0001604,C00533,P201,2024-08-05
A0001605,C00534,P001,2021-09-25
A0001606,C00534,P201,2022-05-03
A0001607,C00535,P004,2024-09-11
A0001608,C00535,P007,2024-08-04
A0001609,C00535,P102,2025-10-29
A0001610,C00535,P204,2024-10-26
A0001611,C00535,P203,2025-05-08
A0001612,C00536,P004,2024-07-08
A0001613,C00536,P202,2025-03-24
A0001614,C00537,P002,2022-09-16
A0001615,C00537,P001,2022-09-01
A0001616,C00537,P202,2023-01-17
A0001617,C00537,P204,2022-12-16
A0001618,C00537,P303,2024-08-08
A0001619,C00538,P002,2020-08-20
A0001620,C00538,P202,2020-10-08
A0001621,C00539,P002,2024-10-07
A0001622,C00539,P203,2025-07-25
A0001623,C00540,P004,2024-01-10
A0001624,C00540,P202,2024-10-09
A0001625,C00541,P007,2022-07-18
A0001626,C00541,P201,2023-06-08
A0001627,C00542,P005,2022-10-27
A0001628,C00542,P003,2022-10-10
A0001629,C00542,P203,2023-06-17
A0001630,C00542,P202,2022-09-28
A0001631,C00543,P005,2021-02-10
A0001632,C00543,P202,2021-11-12
A0001633,C00544,P002,2020-08-20
A0001634,C00544,P005,2020-08-30
A0001635,C00544,P204,2021-02-08
A0001636,C00544,P203,2020-11-05
A0001637,C00545,P002,2025-04-11
A0001638,C00545,P203,2025-12-01
A0001639,C00546,P002,2025-11-07
A0001640,C00546,P004,2025-11-02
A0001641,C00546,P103,2027-09-20
A0001642,C00546,P202,2026-07-27
A0001643,C00546,P203,2026-07-17
A0001644,C00546,P305,2026-04-25
A0001645,C00547,P003,2024-01-07
A0001646,C00547,P201,2024-11-30
A0001647,C00548,P004,2022-05-30
A0001648,C00548,P203,2022-05-17
A0001649,C00549,P004,2025-03-17
A0001650,C00549,P202,2025-10-07
A0001651,C00550,P004,2024-02-21
A0001652,C00550,P201,2024-11-23
A0001653,C00551,P002,2023-06-20
A0001654,C00551,P006,2023-05-15
A0001655,C00551,P004,2023-05-20
A0001656,C00551,P104,2024-06-02
A0001657,C00551,P204,2024-02-26
A0001658,C00551,P204,2024-03-11
A0001659,C00551,P204,2023-05-16
A0001660,C00551,P305,2024-01-17
A0001661,C00552,P005,2023-01-08
A0001662,C00552,P202,2023-04-08
A0001663,C00553,P005,2021-08-26
A0001664,C00553,P203,2022-04-30
A0001665,C00554,P005,2025-07-15
A0001666,C00554,P001,2025-06-05
A0001667,C00554,P204,2026-03-12
A0001668,C00554,P202,2025-10-29
A0001669,C00555,P006,2025-07-11
A0001670,C00555,P202,2026-07-01
A0001671,C00556,P003,2020-03-06
A0001672,C00556,P203,2020-06-03
A0001673,C00557,P003,2022-09-01
A0001674,C00557,P202,2022-09-04
A0001675,C00558,P001,2024-03-17
A0001676,C00558,P203,2024-08-03
A0001677,C00558,P305,2024-06-19
A0001678,C00559,P002,2024-09-05
A0001679,C00559,P005,2024-09-18
A0001680,C00559,P002,2024-08-24
A0001681,C00559,P004,2024-10-10
A0001682,C00559,P205,2025-03-05
A0001683,C00559,P204,2025-02-09
A0001684,C00559,P206,2025-04-21
A0001685,C00559,P302,2026-10-18
A0001686,C00560,P006,2022-02-28
A0001687,C00560,P202,2022-09-05
A0001688,C00561,P005,2025-02-05
A0001689,C00561,P201,2025-07-02
A0001690,C00562,P004,2021-03-07
A0001691,C00562,P002,2021-03-20
A0001692,C00562,P202,2021-05-27
A0001693,C00562,P202,2022-01-05
A0001694,C00563,P002,2022-12-03
A0001695,C00563,P202,2022-11-13
A0001696,C00564,P002,2025-03-23
A0001697,C00564,P202,2026-01-26
A0001698,C00565,P003,2021-09-05
A0001699,C00565,P003,2021-10-05
A0001700,C00565,P202,2021-12-18
A0001701,C00565,P202,2022-01-08
A0001702,C00566,P007,2023-10-16
A0001703,C00566,P001,2023-08-27
A0001704,C00566,P007,2023-09-17
A0001705,C00566,P007,2023-10-04
A0001706,C00566,P206,2023-11-28
A0001707,C00566,P206,2023-12-30
A0001708,C00566,P206,2023-12-31
A0001709,C00566,P305,2024-04-29
A0001710,C00567,P001,2021-04-20
A0001711,C00567,P203,2021-03-19
A0001712,C00568,P003,2023-07-11
A0001713,C00568,P202,2024-02-19
A0001714,C00569,P003,2022-04-10
A0001715,C00569,P006,2022-04-15
A0001716,C00569,P101,2022-05-27
A0001717,C00569,P204,2022-05-24
A0001718,C00569,P204,2022-07-19
A0001719,C00570,P005,2024-05-25
A0001720,C00570,P202,2024-08-04
A0001721,C00571,P002,2023-03-07
A0001722,C00571,P203,2023-06-18
A0001723,C00572,P006,2022-12-30
A0001724,C00572,P201,2023-12-22
A0001725,C00573,P007,2023-08-25
A0001726,C00573,P202,2024-02-06
A0001727,C00574,P003,2023-01-06
A0001728,C00574,P006,2023-03-04
A0001729,C00574,P102,2023-04-17
A0001730,C00574,P203,2023-06-23
A0001731,C00574,P202,2023-11-27
A0001732,C00575,P007,2023-09-30
A0001733,C00575,P005,2023-11-21
A0001734,C00575,P106,2024-03-14
A0001735,C00575,P204,2024-05-30
A0001736,C00575,P204,2024-06-29
A0001737,C00576,P004,2024-01-29
A0001738,C00576,P203,2024-11-12
A0001739,C00577,P005,2025-08-19
A0001740,C00577,P202,2025-10-16
A0001741,C00578,P005,2025-01-28
A0001742,C00578,P201,2025-04-09
A0001743,C00579,P001,2020-04-15
A0001744,C00579,P104,2020-05-17
A0001745,C00579,P202,2020-04-09
A0001746,C00580,P006,2021-12-09
A0001747,C00580,P002,2021-11-29
A0001748,C00580,P204,2022-08-12
A0001749,C00580,P203,2022-02-23
A0001750,C00581,P002,2025-06-30
A0001751,C00581,P201,2025-09-06
A0001752,C00582,P005,2024-11-01
A0001753,C00582,P002,2024-10-29
A0001754,C00582,P203,2024-10-28
A0001755,C00582,P202,2025-06-28
A0001756,C00583,P006,2020-03-10
A0001757,C00583,P105,2021-10-12
A0001758,C00583,P203,2020-12-01
A0001759,C00584,P003,2025-09-05
A0001760,C00584,P202,2026-04-28
A0001761,C00585,P003,2025-01-31
A0001762,C00585,P006,2025-02-01
A0001763,C00585,P007,2025-02-01
A0001764,C00585,P002,2025-01-29
A0001765,C00585,P206,2025-09-30
A0001766,C00585,P206,2025-11-14
A0001767,C00585,P204,2025-10-27
A0001768,C00585,P304,2025-03-26
A0001769,C00586,P004,2020-10-16
A0001770,C00586,P203,2021-08-21
A0001771,C00587,P002,2021-08-18
A0001772,C00587,P203,2022-02-14
A0001773,C00588,P004,2024-11-04
A0001774,C00588,P202,2025-06-23
A0001775,C00589,P004,2024-03-06
A0001776,C00589,P203,2024-09-09
A0001777,C00590,P006,2021-07-23
A0001778,C00590,P202,2021-07-02
A0001779,C00591,P007,2021-01-24
A0001780,C00591,P007,2021-01-17
A0001781,C00591,P003,2021-01-24
A0001782,C00591,P204,2021-04-19
A0001783,C00591,P204,2021-01-19
A0001784,C00591,P204,2021-02-05
A0001785,C00592,P001,2023-08-29
A0001786,C00592,P202,2024-07-16
A0001787,C00593,P002,2023-12-22
A0001788,C00593,P102,2025-09-05
A0001789,C00593,P202,2023-12-11
A0001790,C00594,P005,2022-04-16
A0001791,C00594,P201,2023-01-21
A0001792,C00595,P001,2023-10-07
A0001793,C00595,P201,2023-10-20
A0001794,C00596,P002,2023-05-20
A0001795,C00596,P105,2024-01-12
A0001796,C00596,P202,2023-12-28
A0001797,C00597,P007,2020-10-22
A0001798,C00597,P201,2020-10-17
A0001799,C00598,P005,2024-07-26
A0001800,C00598,P106,2025-06-18
A0001801,C00598,P201,2024-11-02
A0001802,C00599,P002,2021-02-05
A0001803,C00599,P202,2021-11-01
A0001804,C00600,P007,2025-01-01
A0001805,C00600,P001,2025-01-10
A0001806,C00600,P105,2025-01-20
A0001807,C00600,P204,2025-11-11
A0001808,C00600,P204,2025-08-12
A0001809,C00601,P007,2023-07-24
A0001810,C00601,P202,2024-07-09
A0001811,C00602,P004,2022-07-30
A0001812,C00602,P201,2023-01-10
A0001813,C00603,P004,2025-06-11
A0001814,C00603,P006,2025-06-16
A0001815,C00603,P105,2026-08-07
A0001816,C00603,P203,2026-03-05
A0001817,C00603,P203,2026-03-12
A0001818,C00603,P305,2025-10-08
A0001819,C00604,P005,2024-08-07
A0001820,C00604,P203,2025-05-05
A0001821,C00605,P007,2022-01-03
A0001822,C00605,P203,2022-01-29
A0001823,C00606,P007,2020-11-06
A0001824,C00606,P106,2021-11-15
A0001825,C00606,P201,2021-07-30
A0001826,C00607,P006,2021-09-13
A0001827,C00607,P202,2021-10-19
A0001828,C00608,P002,2021-05-10
A0001829,C00608,P002,2021-05-12
A0001830,C00608,P105,2023-01-23
A0001831,C00608,P202,2022-02-15
A0001832,C00608,P202,2021-09-11
A0001833,C00609,P004,2025-04-06
A0001834,C00609,P003,2025-04-02
A0001835,C00609,P007,2025-04-22
A0001836,C00609,P205,2026-01-29
A0001837,C00609,P206,2026-02-02
A0001838,C00609,P205,2026-01-30
A0001839,C00610,P005,2020-11-16
A0001840,C00610,P103,2021-03-21
A0001841,C00610,P203,2021-09-23
A0001842,C00611,P007,2025-02-13
A0001843,C00611,P201,2025-04-08
A0001844,C00612,P004,2023-10-26
A0001845,C00612,P201,2024-03-08
A0001846,C00613,P005,2023-11-20
A0001847,C00613,P004,2023-11-08
A0001848,C00613,P204,2024-04-25
A0001849,C00613,P204,2024-04-23
A0001850,C00614,P002,2024-07-19
A0001851,C00614,P201,2025-04-18
A0001852,C00615,P004,2020-08-25
A0001853,C00615,P202,2021-03-14
A0001854,C00616,P002,2021-09-05
A0001855,C00616,P201,2022-07-29
A0001856,C00617,P004,2022-06-27
A0001857,C00617,P106,2023-10-25
A0001858,C00617,P202,2022-06-14
A0001859,C00618,P006,2021-11-25
A0001860,C00618,P004,2021-12-26
A0001861,C00618,P103,2023-06-21
A0001862,C00618,P204,2022-10-28
A0001863,C00618,P203,2022-07-11
A0001864,C00619,P001,2023-03-28
A0001865,C00619,P201,2023-07-08
A0001866,C00620,P007,2024-04-25
A0001867,C00620,P004,2024-04-13
A0001868,C00620,P101,2025-09-29
A0001869,C00620,P203,2024-05-25
A0001870,C00620,P204,2024-05-01
A0001871,C00620,P302,2026-02-06
A0001872,C00621,P002,2020-08-12
A0001873,C00621,P203,2021-03-21
A0001874,C00622,P001,2020-04-10
A0001875,C00622,P007,2020-06-02
A0001876,C00622,P101,2021-12-25
A0001877,C00622,P202,2020-11-01
A0001878,C00622,P202,2021-03-01
A0001879,C00622,P301,2021-08-20
A0001880,C00623,P003,2022-05-01
A0001881,C00623,P003,2022-05-16
A0001882,C00623,P006,2022-05-15
A0001883,C00623,P205,2023-02-23
A0001884,C00623,P205,2023-02-07
A0001885,C00623,P205,2023-01-25
A0001886,C00624,P002,2021-04-08
A0001887,C00624,P002,2021-03-29
A0001888,C00624,P204,2021-08-08
A0001889,C00624,P202,2021-11-02
A0001890,C00625,P006,2022-03-15
A0001891,C00625,P203,2023-02-02
A0001892,C00626,P005,2020-02-14
A0001893,C00626,P003,2020-01-15
A0001894,C00626,P202,2020-10-29
A0001895,C00626,P204,2020-05-29
A0001896,C00627,P004,2021-04-19
A0001897,C00627,P203,2021-07-25
A0001898,C00628,P001,2024-01-30
A0001899,C00628,P005,2024-03-17
A0001900,C00628,P202,2024-02-06
A0001901,C00628,P202,2024-06-13
A0001902,C00629,P002,2022-09-06
A0001903,C00629,P201,2023-02-26
A0001904,C00630,P001,2022-04-15
A0001905,C00630,P201,2022-04-07
A0001906,C00631,P006,2020-06-13
A0001907,C00631,P002,2020-05-21
A0001908,C00631,P007,2020-05-03
A0001909,C00631,P102,2020-08-21
A0001910,C00631,P206,2020-05-07
A0001911,C00631,P205,2020-09-03
A0001912,C00631,P205,2020-05-08
A0001913,C00632,P004,2024-05-28
A0001914,C00632,P203,2024-10-27
A0001915,C00633,P002,2025-06-14
A0001916,C00633,P004,2025-07-17
A0001917,C00633,P202,2025-08-27
A0001918,C00633,P204,2025-05-29
A0001919,C00634,P001,2021-06-19
A0001920,C00634,P105,2023-03-15
A0001921,C00634,P202,2022-03-10
A0001922,C00635,P007,2024-01-17
A0001923,C00635,P007,2023-11-30
A0001924,C00635,P001,2024-01-04
A0001925,C00635,P205,2023-12-05
A0001926,C00635,P206,2024-08-25
A0001927,C00635,P204,2024-02-09
A0001928,C00635,P304,2024-02-13
A0001929,C00636,P004,2023-04-09
A0001930,C00636,P202,2023-08-01
A0001931,C00637,P004,2022-03-26
A0001932,C00637,P202,2022-12-03
A0001933,C00638,P002,2021-09-03
A0001934,C00638,P202,2022-07-15
A0001935,C00638,P305,2023-01-28
A0001936,C00639,P002,2023-08-29
A0001937,C00639,P001,2023-07-17
A0001938,C00639,P202,2023-08-01
A0001939,C00639,P203,2024-05-19
A0001940,C00640,P004,2024-11-04
A0001941,C00640,P003,2024-10-18
A0001942,C00640,P204,2024-09-26
A0001943,C00640,P204,2025-02-10
A0001944,C00640,P301,2026-03-28
A0001945,C00641,P007,2024-09-12
A0001946,C00641,P201,2025-03-11
A0001947,C00642,P007,2024-02-07
A0001948,C00642,P202,2024-11-20
A0001949,C00643,P001,2020-06-16
A0001950,C00643,P004,2020-05-29
A0001951,C00643,P101,2021-05-29
A0001952,C00643,P204,2020-09-20
A0001953,C00643,P204,2020-08-16
A0001954,C00644,P003,2022-09-30
A0001955,C00644,P007,2022-09-01
A0001956,C00644,P104,2024-02-13
A0001957,C00644,P203,2022-11-10
A0001958,C00644,P204,2022-12-20
A0001959,C00645,P005,2023-09-20
A0001960,C00645,P203,2024-06-14
A0001961,C00646,P005,2020-05-13
A0001962,C00646,P202,2020-04-08
A0001963,C00647,P007,2020-05-22
A0001964,C00647,P201,2021-04-09
A0001965,C00648,P001,2021-12-12
A0001966,C00648,P005,2021-12-12
A0001967,C00648,P104,2021-11-28
A0001968,C00648,P204,2022-05-31
A0001969,C00648,P203,2022-10-07
A0001970,C00649,P002,2024-06-23
A0001971,C00649,P102,2025-08-20
A0001972,C00649,P203,2024-10-09
A0001973,C00650,P002,2025-03-17
A0001974,C00650,P106,2026-05-04
A0001975,C00650,P201,2025-02-12
A0001976,C00651,P003,2021-02-19
A0001977,C00651,P104,2021-10-15
A0001978,C00651,P202,2021-02-24
A0001979,C00652,P002,2023-04-07
A0001980,C00652,P202,2023-07-28
A0001981,C00653,P005,2021-05-24
A0001982,C00653,P201,2021-07-23
A0001983,C00654,P007,2025-05-16
A0001984,C00654,P202,2025-06-27
A0001985,C00655,P004,2025-02-12
A0001986,C00655,P106,2026-02-11
A0001987,C00655,P201,2024-12-17
A0001988,C00656,P002,2022-09-22
A0001989,C00656,P003,2022-09-23
A0001990,C00656,P101,2022-12-30
A0001991,C00656,P204,2022-08-30
A0001992,C00656,P204,2023-05-20
A0001993,C00656,P302,2023-04-09
A0001994,C00657,P006,2022-02-26
A0001995,C00657,P004,2022-02-17
A0001996,C00657,P204,2022-05-24
A0001997,C00657,P203,2022-11-27
A0001998,C00658,P003,2023-05-24
A0001999,C00658,P201,2023-12-17
A0002000,C00659,P002,2025-08-30
A0002001,C00659,P005,2025-09-25
A0002002,C00659,P007,2025-09-29
A0002003,C00659,P104,2026-12-14
A0002004,C00659,P205,2025-10-17
A0002005,C00659,P206,2026-06-05
A0002006,C00659,P205,2026-02-03
A0002007,C00660,P004,2024-10-27
A0002008,C00660,P203,2025-07-03
A0002009,C00661,P002,2020-06-09
A0002010,C00661,P203,2020-08-07
A0002011,C00662,P002,2024-09-05
A0002012,C00662,P202,2025-01-02
A0002013,C00663,P002,2021-01-31
A0002014,C00663,P201,2021-04-28
A0002015,C00664,P002,2020-06-01
A0002016,C00664,P005,2020-07-10
A0002017,C00664,P102,2021-07-18
A0002018,C00664,P203,2020-09-08
A0002019,C00664,P204,2021-04-13
A0002020,C00664,P302,2022-01-30
A0002021,C00665,P005,2023-09-24
A0002022,C00665,P202,2024-02-06
A0002023,C00666,P001,2022-03-01
A0002024,C00666,P201,2023-01-02
A0002025,C00667,P006,2020-06-23
A0002026,C00667,P101,2021-05-11
A0002027,C00667,P201,2020-11-08
A0002028,C00668,P007,2023-12-26
A0002029,C00668,P005,2024-01-02
A0002030,C00668,P005,2023-12-21
A0002031,C00668,P005,2023-12-12
A0002032,C00668,P106,2024-12-20
A0002033,C00668,P204,2024-02-22
A0002034,C00668,P205,2024-09-28
A0002035,C00668,P204,2024-07-02
A0002036,C00668,P303,2025-03-03
A0002037,C00669,P006,2023-01-13
A0002038,C00669,P201,2023-10-23
A0002039,C00670,P006,2025-04-30
A0002040,C00670,P006,2025-05-14
A0002041,C00670,P102,2025-10-10
A0002042,C00670,P203,2025-12-11
A0002043,C00670,P204,2025-09-17
A0002044,C00671,P007,2021-07-13
A0002045,C00671,P202,2022-02-28
A0002046,C00672,P006,2022-10-03
A0002047,C00672,P203,2023-06-03
A0002048,C00673,P001,2024-02-29
A0002049,C00673,P201,2024-05-11
A0002050,C00674,P006,2021-12-12
A0002051,C00674,P203,2021-11-27
A0002052,C00675,P001,2024-04-21
A0002053,C00675,P105,2025-04-10
A0002054,C00675,P201,2025-02-13
A0002055,C00676,P007,2021-09-11
A0002056,C00676,P104,2023-06-28
A0002057,C00676,P201,2022-05-26
A0002058,C00677,P007,2022-10-17
A0002059,C00677,P202,2022-10-18
A0002060,C00678,P006,2023-06-08
A0002061,C00678,P202,2023-07-27
A0002062,C00679,P001,2021-12-03
A0002063,C00679,P203,2021-10-19
A0002064,C00680,P007,2025-11-18
A0002065,C00680,P203,2026-05-15
A0002066,C00681,P007,2023-05-28
A0002067,C00681,P003,2023-05-13
A0002068,C00681,P105,2024-03-28
A0002069,C00681,P202,2023-08-28
A0002070,C00681,P204,2023-06-27
A0002071,C00682,P006,2022-05-27
A0002072,C00682,P201,2023-03-18
A0002073,C00683,P003,2022-12-22
A0002074,C00683,P105,2023-03-02
A0002075,C00683,P203,2023-04-07
A0002076,C00684,P003,2025-09-21
A0002077,C00684,P105,2025-11-08
A0002078,C00684,P203,2026-07-07
A0002079,C00685,P004,2025-09-22
A0002080,C00685,P104,2026-10-26
A0002081,C00685,P203,2026-05-04
A0002082,C00686,P001,2022-05-11
A0002083,C00686,P203,2022-06-17
A0002084,C00687,P001,2020-06-03
A0002085,C00687,P203,2021-01-23
A0002086,C00688,P006,2022-12-02
A0002087,C00688,P007,2022-11-30
A0002088,C00688,P102,2023-10-11
A0002089,C00688,P202,2022-11-11
A0002090,C00688,P202,2023-05-10
A0002091,C00689,P001,2023-02-14
A0002092,C00689,P101,2023-05-25
A0002093,C00689,P203,2023-02-20
A0002094,C00690,P001,2022-11-11
A0002095,C00690,P006,2022-12-05
A0002096,C00690,P005,2022-12-07
A0002097,C00690,P105,2023-07-16
A0002098,C00690,P205,2022-11-14
A0002099,C00690,P206,2023-02-11
A0002100,C00690,P204,2023-09-22
A0002101,C00690,P303,2023-01-03
A0002102,C00691,P004,2020-07-31
A0002103,C00691,P003,2020-09-10
A0002104,C00691,P005,2020-09-06
A0002105,C00691,P206,2020-09-10
A0002106,C00691,P204,2020-10-24
A0002107,C00691,P206,2020-08-04
A0002108,C00692,P005,2025-03-30
A0002109,C00692,P007,2025-05-01
A0002110,C00692,P101,2026-06-27
A0002111,C00692,P203,2025-09-13
A0002112,C00692,P204,2025-08-02
A0002113,C00693,P003,2024-01-03
A0002114,C00693,P201,2024-07-08
A0002115,C00694,P006,2023-03-09
A0002116,C00694,P202,2023-11-30
A0002117,C00695,P007,2022-04-27
A0002118,C00695,P203,2022-08-25
A0002119,C00696,P007,2021-11-15
A0002120,C00696,P202,2022-10-21
A0002121,C00697,P007,2024-01-06
A0002122,C00697,P202,2024-06-26
A0002123,C00698,P006,2025-02-28
A0002124,C00698,P201,2025-08-16
A0002125,C00699,P002,2023-10-28
A0002126,C00699,P203,2024-02-26
A0002127,C00700,P003,2020-10-11
A0002128,C00700,P203,2021-03-13
A0002129,C00701,P005,2022-01-18
A0002130,C00701,P203,2022-08-21
A0002131,C00702,P002,2025-02-13
A0002132,C00702,P202,2025-04-12
A0002133,C00703,P003,2024-03-26
A0002134,C00703,P201,2025-02-16
A0002135,C00704,P007,2020-05-27
A0002136,C00704,P202,2020-12-26
A0002137,C00705,P001,2025-06-24
A0002138,C00705,P006,2025-06-05
A0002139,C00705,P204,2025-12-08
A0002140,C00705,P203,2025-11-06
A0002141,C00706,P002,2025-09-27
A0002142,C00706,P202,2025-09-19
A0002143,C00707,P004,2024-02-06
A0002144,C00707,P006,2024-02-11
A0002145,C00707,P204,2025-01-31
A0002146,C00707,P204,2024-05-17
A0002147,C00708,P007,2025-04-05
A0002148,C00708,P201,2026-02-16
A0002149,C00709,P003,2023-03-29
A0002150,C00709,P103,2024-02-13
A0002151,C00709,P203,2024-03-22
A0002152,C00710,P006,2020-08-25
A0002153,C00710,P203,2021-02-13
A0002154,C00711,P002,2024-12-15
A0002155,C00711,P202,2025-05-28
A0002156,C00712,P003,2023-03-03
A0002157,C00712,P005,2023-03-28
A0002158,C00712,P106,2023-07-12
A0002159,C00712,P203,2023-05-22
A0002160,C00712,P203,2024-02-19
A0002161,C00713,P002,2021-03-21
A0002162,C00713,P004,2021-02-24
A0002163,C00713,P203,2021-08-07
A0002164,C00713,P203,2021-08-04
A0002165,C00714,P004,2022-03-05
A0002166,C00714,P203,2022-10-09
A0002167,C00715,P007,2021-12-29
A0002168,C00715,P002,2022-01-04
A0002169,C00715,P003,2021-11-17
A0002170,C00715,P205,2022-05-28
A0002171,C00715,P206,2021-12-10
A0002172,C00715,P204,2022-06-27
A0002173,C00716,P007,2021-11-08
A0002174,C00716,P104,2022-10-09
A0002175,C00716,P202,2022-03-13
A0002176,C00717,P002,2022-01-23
A0002177,C00717,P203,2022-10-07
A0002178,C00718,P003,2024-09-04
A0002179,C00718,P203,2025-01-05
A0002180,C00719,P007,2021-04-11
A0002181,C00719,P104,2021-07-14
A0002182,C00719,P202,2021-04-01
A0002183,C00720,P004,2025-06-12
A0002184,C00720,P202,2025-08-27
A0002185,C00721,P007,2022-02-17
A0002186,C00721,P203,2022-09-16
A0002187,C00722,P001,2020-10-07
A0002188,C00722,P203,2021-04-02
A0002189,C00723,P003,2020-11-30
A0002190,C00723,P203,2020-11-01
A0002191,C00724,P001,2023-05-02
A0002192,C00724,P201,2023-04-06
A0002193,C00725,P002,2024-09-29
A0002194,C00725,P201,2024-12-26
A0002195,C00726,P006,2023-07-19
A0002196,C00726,P202,2024-05-16
A0002197,C00727,P005,2020-06-04
A0002198,C00727,P201,2020-10-07
A0002199,C00728,P007,2024-01-05
A0002200,C00728,P106,2025-11-09
A0002201,C00728,P203,2024-10-30
A0002202,C00729,P004,2025-10-30
A0002203,C00729,P002,2025-09-29
A0002204,C00729,P203,2026-09-21
A0002205,C00729,P204,2026-02-05
A0002206,C00730,P002,2025-09-28
A0002207,C00730,P005,2025-08-30
A0002208,C00730,P101,2027-09-29
A0002209,C00730,P202,2025-10-21
A0002210,C00730,P203,2025-12-29
A0002211,C00731,P006,2024-10-29
A0002212,C00731,P202,2025-01-02
A0002213,C00732,P006,2022-03-25
A0002214,C00732,P203,2022-03-22
A0002215,C00733,P007,2022-06-12
A0002216,C00733,P203,2022-07-26
A0002217,C00734,P002,2020-04-18
A0002218,C00734,P007,2020-04-16
A0002219,C00734,P202,2020-12-27
A0002220,C00734,P204,2020-12-12
A0002221,C00735,P003,2021-01-09
A0002222,C00735,P005,2021-01-12
A0002223,C00735,P203,2021-06-17
A0002224,C00735,P204,2021-02-11
A0002225,C00736,P006,2021-08-04
A0002226,C00736,P004,2021-08-22
A0002227,C00736,P101,2022-12-19
A0002228,C00736,P202,2022-03-21
A0002229,C00736,P203,2021-08-10
A0002230,C00736,P305,2022-01-02
A0002231,C00737,P001,2024-06-03
A0002232,C00737,P006,2024-05-25
A0002233,C00737,P003,2024-04-28
A0002234,C00737,P002,2024-05-06
A0002235,C00737,P205,2025-01-30
A0002236,C00737,P204,2024-05-21
